stop_id,stop_name,grupo_stop_id
B_0502000-CTOIJMRICO,Circuito Interior - José María Rico,1647
B_0501201-AVINSURGENTES,Av. Insurgentes,1647
B_0502001-CTOIJMRICO,Circuito Interior - José María Rico,1647
B_05001D0-JMRINSURGNTS,José María Rico y Eje 8 sur - Insurgentes,1647
B_0501200-AVINSURGENTE,Av. Insurgentes,1647
B_0100C600-CAPUPARRA,Capuchinas y Félix Parra,1648
B_0100C601-JMRICOHUER,José María Rico y Huertas,1649
B_05001D1-JMREJ8SRCREO,Eje 8 Sur José María Rico - Recreo,1649
B_05001D0-JMREJ8SRECRE,José María Rico y Eje 8 Sur - Recreo,1649
B_0501200-MORAS,Moras,1650
B_0100C601-JMRICOMORA,José María Rico y Moras,1650
B_0501201-MORAS,Moras,1650
B_0100C601-MORASJMRICO,Moras y José María Rico,1650
B_05052C1-ERMROJOGMZ,Calz. Ermita Iztapalapa - Rojo Gómez,1651
B_05161D0-CALZIZTAESTR,Calz. Ermita Iztapalapa - Metro Cerro de la Estrella,1651
B_05052C1-ERMESTRELLA,Calz. Ermita Iztapalapa - Cerro de la Estrella,1651
B_05161D1-EJE5EJE8IZTA,Eje 5 Oriente Av. Javier Rojo Gómez - Eje 8 Sur Calz. Ermita Iztapalapa,1651
B_0100C601-RGOMEZ,Rojo Gómez,1651
B_0100C600-ERMITA,Ermita,1651
B_0100C601-ERMITAESTREL,Ermita y Estrella,1652
B_05001D1-EIZTAESTRELLA,Calz. Ermita Iztapalapa - Estrella,1652
B_0100C601-ERMITASFELIP,Ermita y San Felipe,1653
B_05052C1-ERMSANFPE,Calz. Ermita Iztapalapa - San Felipe,1653
B_0100C601-ERMITACVNTO,Ermita y Convento,1654
B_05052C1-ERMCONVENTO,Calz. Ermita Iztapalapa - Convento,1654
B_0100C601-ERMITAPTETI,Ermita y Puente Titla,1655
B_05052C1-ERMPTETITLA,Calz. Ermita Iztapalapa - Puente Titla,1655
B_0200L8-ATLALILCO,Atlalilco,1656
B_0100C601-ERMITATLAL,Ermita y Atlalilco,1656
B_05052C0-ERMATLALILCO,Calz. Ermita Iztapalapa - Metro Atlalilco,1656
B_0100C600-ERMITATLALIL,Ermita I. y Metro  Atlalilco,1656
B_05052C1-ERMATLALILCO,Calz. Ermita Iztapalapa - Metro Atlalilco,1656
B_0100C600-ERMITATOLTE,Ermita I. y Toltecas,1657
B_05052C1-ERMTLAHUAC,Calz. Ermita Iztapalapa - Av. Tláhuac,1657
B_05052C0-ERMTLAHUAC,Calz. Ermita Iztapalapa - Av. Tláhuac,1657
B_0100C601-ERMITATLAHU,Ermita y Av. Tláhuac,1657
B_05052C0-ERMRADAMES,Calz. Ermita Iztapalapa - General Radames Andrade,1658
B_05052C1-ERMAIZ,Calz. Ermita Iztapalapa - Maíz,1658
B_0100C601-ERMITAMAIZ,Ermita y Maíz,1658
B_0100C600-ERMITARADAM,Ermita I. y Radames Gaxiola,1658
B_05052C1-ERMAVENA,Calz. Ermita Iztapalapa - Avena,1659
B_05052C0-ERMAVENA,Calz. Ermita Iztapalapa - Avena y Artesanos,1659
B_0100C600-ERMITAVENA,Ermita y Avena,1659
B_05001D0-EIZTAVENA,Calz. Ermita Iztapalapa - Avena,1659
B_0100C601-ERMITAVENA,Ermita y Avena,1659
B_0500371-VIGAERMITAIZT,Calz. de la Viga - Calz. Ermita Iztapalapa,1660
B_0500370-VIGAERMITAIZT,Calz. de la Viga - Calz. Ermita Iztapalapa,1660
B_0100C501-VIGAIZTAPALA,La Viga y Ermita Iztapalapa,1660
B_020L12-MEXICALTZINGO,Mexicaltzingo,1660
B_05052C1-ERMVIGA,Calz. Ermita Iztapalapa - La Viga,1660
B_0100C501-VIGAIZTAP2,La Viga y Ermita Iztapalapa 2,1660
B_05001D1-EIZTAMEXICALT,Calz. Ermita Iztapalapa  - Metro Mexicaltzingo,1660
B_0100C601-ERMITAVIGA,Ermita y La Viga,1660
B_0100C601-ERMITACAZUL,Ermita y Cruz Azul,1661
B_05052C0-ERMSUR83,Calz. Ermita Iztapalapa - Sur 83,1661
B_05052C1-ERMCRUZSUR,Calz. Ermita Iztapalapa - Cruz del Sur ,1661
B_05052C0-ERMSUR85A,Calz. Ermita Iztapalapa - Sur 85A,1661
B_05001D0-EIZTASUR85,Calz. Ermita Iztapalapa - Sur 85,1661
B_05052C0-ERMSUR75A,Calz. Ermita Iztapalapa - Sur 75A,1662
B_0100C601-ERMITAURIGA,Ermita y Auriga,1662
B_05052C1-ERMAURIGA,Calz. Ermita Iztapalapa - Auriga,1662
B_05052C1-ERMSUR73,Calz. Ermita Iztapalapa - Sur 73,1663
B_05052C0-ERMSUR73,Calz. Ermita Iztapalapa - Sur 73,1663
B_0100C601-ERMITASUR73,Ermita y Sur 73,1663
B_05001D1-EIZTAPAS73,Calz. Ermita Iztapalapa - Sur 73,1663
B_05052C0-ERMPELIASCALL,Calz. Ermita Iztapalapa - Plutarco Elias Calles,1664
B_05052C1-ERMPELIASCAL,Calz. Ermita Iztapalapa - Plutarco Elias Calles,1664
B_0100C601-ERMITAPECAL,Ermita y Plutarco Elias Calles,1664
B_05052C0-EJ8PPALHAMBR,Eje 8 Popocatepetl - Alhambra,1665
B_05052C1-POPOALHAMBR,Av. Popocatepetl - Alhambra,1665
B_0100C601-JMRICOALHAM,José María Rico y Alhambra,1665
B_0100C601-JMRICORUMANI,José María Rico y Rumania,1666
B_05052C1-POPOCANARIAS,Av. Popocatepetl - Canarias,1666
B_05052C0-EJ8PPCANARIAS,Eje 8 Popocatepetl - Canarias,1666
B_020L12-EJECENTRAL,Eje Central,1667
B_05052C1-POPOEJCTRLC,Av. Popocatepetl - Eje Central Lázaro Cardenas,1667
B_05052C0-EJ8PPEJCTRLC,Eje 8 Popocatepetl - Eje Central Lázaro Cardenas,1667
B_0100C601-JMRICOEJCTRA,José María Rico y Eje Central,1667
B_0400L1-POPOCAT1,Popocatépetl,1667
B_05052C0-EJ8PPTOKIO,Eje 8 Popocatepetl - Tokio,1668
B_010241-DNTEPOPO,Sobre Av. División del Norte y Av. Popocatépetl,1668
B_010240-DNTEPOPO,Sobre Av. División del Norte y Av. Popocatepetl,1668
B_0100C601-JMRICODNTE,José María Rico y División del Norte,1668
B_05052C1-POPODVSNTE,Av. Popocatepetl - División del Norte,1668
B_05052C1-POPOTRAVEN,Av. Popocatepetl - Bruno Traven,1669
B_05052C0-EJ8PPIRINEOS,Eje 8 Popocatepetl - Pirineos,1669
B_0100C601-JMRICOBRUNO,José María Rico y Bruno Traven,1669
B_0100C601-JMRICOPALOMA,José María Rico y Palomar,1670
B_05052C1-POPOUXMAL,Av. Popocatepetl - Uxmal,1670
B_05052C0-EJ8PPUXMAL,Eje 8 Popocatepetl - Uxmal,1670
B_0100C601-JMRICOSFELIP,José María Rico y San Felipe,1671
B_0501200-GMANCERA,Gabriel Mancera,1672
B_05001D0-JMRGMANCERA,José María Rico y Eje 8 Sur - Gabriel Mancera,1672
B_0100C601-JMRICOUNI,José María Rico y Universidad,1672
B_0501201-COYOACAN,Coyoacan,1673
B_0100C601-JMRICOYOAC,José María Rico y Coyoacán,1673
B_0501200-AVCOYOACAN,Av. Coyoacan,1673
B_0100C601-MIXCPSAENZ,Mixcoac y Patricio Saenz,1674
B_01022A00-RIOMIXBMUERTO,Rio Mixcoac y Barranca del Muerto,1674
B_0100C601-BMUERMIXCO,Barranca del Muerto y Mixcoac,1674
B_0100C601-BMUERPOPO,Barranca del Muerto y Popo,1675
B_0100C600-BMUERTINSUR,Barranca del Muerto e Insurgentes,1675
B_0100C600-BMUERTOFPAR,Barranca del Muerto y Félix Parra,1676
B_0100C601-BMUERPARRA,Barranca del Muerto y Félix Parra,1676
B_0100C601-BMUERMACEA,Barranca del Muerto y Macedonio Alcala,1677
B_05052C0-ERMESTRELLA,Calz. Ermita Iztapalapa - Camino Cerro de la Estrella,1678
B_0100C600-ERMITAESTREL,Ermita I. y la Estrella,1678
B_0100C600-ERMITAIZTAP,Ermita I. y Metro Iztapalapa,1679
B_05052C0-ERMIZTAPALAPA,Calz. Ermita Iztapalapa - Metro Iztapalapa,1679
B_0200L8-IZTAPALAPA,Iztapalapa,1679
B_0100C600-ERMITAPTETI,Ermita I. y Puentetitla,1680
B_05052C0-ERMPTETITLA,Calz. Ermita Iztapalapa - Puente Titla,1680
B_05052C0-ERMJUAREZ,Calz. Ermita Iztapalapa - Año de Juárez,1681
B_0100C600-ERMITAAV5,Ertmita I. y Av. 5,1681
B_05001D1-EIZTATROJES,Calz. Ermita Iztapalapa - Trojes,1681
B_05001D0-EIZTACENTENO,Calz. Emiliano Zapata - Centeno,1682
B_0100C600-ERMITACENTE,Ermita I. y Centeno,1682
B_0100C600-ERMITAVIGA,Ermita I. y La Viga,1683
B_05052C0-ERMVIGA,Calz. Ermita Iztapalapa - La Viga,1683
B_0100C600-CHURUMPOLIB,Río Churubusco y Municipio Libre,1684
B_0100C500-MOLINALIBRE,Andrés Molina y Municipio Libre,1685
B_0100C600-MPOLIBMENRI,Municipio Libre y Molina Enrique,1685
B_0100C600-MPOLIBSUR77,Municipio Libre y Sur 77,1686
B_0400L3-MUSEOTRANS,Museo de Transportes Eléctricos,1687
B_0100C600-MPOLIBSUR73,Municipio Libre y Sur 73,1687
B_0100C600-MPOLIBSUR69,Municipio Libre y Sur 69,1688
B_0400L3-BELGICA,Bélgica,1689
B_0100C600-MPOLIBBALBOA,Municipio Libre y Balboa,1689
B_0100C600-MPOLIBRUMANI,Municipio Libre y Rumania,1690
B_0100C600-MPOLIBFILIPI,Municipio Libre y Filipinas,1691
B_0400L3-DRVERTIZ,Dr. Vértiz,1692
B_010240-VERTZLIBR,Sobre Dr. J. M. Vertiz y  Municipio Libre,1692
B_0100C600-MPOLIBVERTIZ,Municipio Libre y Vertiz,1692
B_010241-VERTZLIBR,Sobre Dr. J. M. Vertiz y Municipio Libre,1692
B_0400L3-DIVISIONTE0,División del Norte,1693
B_010241-DNTELIBR,Sobre Av. División del Norte y Municipio Libre,1693
B_010240-DNTELIBR,Sobre Av. División del Norte y Municipio Libre,1693
B_0100C600-MPOLIBDIVNTE,Municipio Libre y División del Norte,1693
B_0400L3-PARQUEVENAD,Parque de los Venados,1694
B_020L12-PARQUEVENADOS,Parque de los Venados,1694
B_0100C600-MPOLIBXOCHI,Municipio Libre y Xochicalco,1694
B_0100C600-MPOLIBRAVMEX,Municipio Libre y Av. México,1695
B_0400L3-AVMEXICO,Av. México,1695
B_05001D1-UNIVSNLORENZ,Universidad - San Lorenzo,1696
B_0400L3-ZAPATAI1,Zapata I,1696
B_0400L3-ZAPATAI0,Zapata I,1696
B_0200L3-ZAPATA,Zapata,1696
B_0100C600-MPOLIBRZAPA,Municipio Libre y Zapata,1696
B_05052C0-ZPTUNIVERSIDA,C. C. Metro Zapata - Av. Universidad y San Lorenzo,1696
B_0400L3-ZAPATAII1,Zapata II,1696
B_0400L3-ZAPATAII0,Zapata II,1696
B_05121A0-TNALMZAPATA,Terminal Metro Zapata,1696
B_05001D0-EZAPMTROEZAP,Emiliano Zapata y Municipio Libre - Metro Emiliano Zapata,1696
B_0100C600-AVUNIMLAUREN,Av. Universidad y Miguel Laurent,1697
B_0100C600-MLAURENGMAN,Miguel Laurent y Gabriel Mancera,1698
B_0100C600-MLAURENCOYO,Miguel Laurent y Coyoacán,1699
B_0100C600-MLAURENTMAZ,Miguel Laurent y Manzanas,1700
B_0100C600-SLZOFRESAS,San Lorenzo y Fresas,1701
B_0100C600-SFCOFCUEVAS,San Francisco y Félix Cuevas,1702
B_0400L3-SANFCO1,San Francisco,1702
B_0400L3-SANFCO0,San Francisco,1702
B_0501200-SANFCO,San Francisco,1703
B_0100C600-SFCOJMRICO,San Francisco y José María Rico,1703
B_05001D0-JMREJ8SNFCO,José María Rico y Eje 8 Sur - San Francisco,1703
B_0100C600-SFCOMIXCOAC,San Francisco y Mixcoac,1704
B_01022A01-RIOMIXBARRMUE,Rio Mixcoac y Barranca del Muerto,1704
B_0100C600-BMUERTMINER,Barranca del Muerto y La Minerva,1705
B_010C1301-THIERSGUTEM,Thiers y Gutemberg,1706
B_010C1301-GUTEMTHIER,Gutemberg y Thiers,1706
B_010C1300-LEIBGUTEM,Leibnitz y Gutemberg,1707
B_010C1301-GUTEMLEIB,Gutemberg y Leibnitz,1707
B_010C1300-HORACARQUI,Av. Horacio y Arquímedes,1708
B_010C1301-HORACMARTIN,Av. Horacio y La Martine,1708
B_0200L7-POLANCO,Polanco,1709
B_010C1301-HORACARQUI,Av. Horacio y Arquímedes,1709
B_010C1301-HORACANAFRA,Av. Horacio y Anatole France,1710
B_010C1300-HORAMOLIER,Av. Horacio y Moliere,1711
B_010C1301-HORACMOLIER,Av. Horacio y Moliere,1711
B_010C1301-HORACSOCRA,Av. Horacio y Socrates,1712
B_010C1301-HORACJVAZ,Av. Horacio y Juan Vazquez,1713
B_010C1300-GUTEMESCOB,Gutemberg y Av. Mariano Escobedo,1714
B_010C1301-MESCOBEULER,Mariano Escobedo y Euler,1714
B_0400L6-AVPTEMAZARIK0,Av. Presidente Masaryk,1714
B_05011A0-PDTEMASARIK,Presidente Masaryk,1714
B_010C1300-HORACSUDER,Av. Horacio y Sudermann,1715
B_010C1300-HORAINEWTON,Av. Horacio e Isaac Newton,1716
B_010C1300-HORACADUMAS,Av. Horacio y Alejandro Dumas,1717
B_010C1300-HORAEAPOE,Av. Horacio y Edgar Allan Poe,1718
B_010C1301-HOMERFCUERN,Av. Homero y Ferrocarril de Cuernavaca,1719
B_010C1300-HORACIFCUER,Av. Horacio y Ferrocarril de Cuernavaca,1719
B_010C1300-HORALVIVE,Av. Horacio y Luis Vives,1720
B_010C1300-HOMERO,Homero,1721
B_010C1301-HOMEROPASCA,Av. Homero y Blaise Pascal,1721
B_010C1301-HOMERINEWTO,Av. Homero e Isaac Newton,1722
B_010C1301-HORACIOTAINE,Av. Horacio y Taine,1723
B_010C1301-HOMERMARTIN,Av. Homero y La Martine,1724
B_010C1301-HOMERAMUSS,Av. Homero y Alfredo Musset,1725
B_010C1301-HOMERMOLIER,Av. Homero y Moliere,1726
B_010C1301-HOMERSOCRA,Av. Homero y Socrates,1727
B_010C1301-HOMEROBPERE,Av. Homero y Benito Pérez,1728
B_010C1301-EJNALRACINE,Av. Ejército Nacional y Juan Racine,1729
B_010C1801-MAVILACONS,Blvd. Manuel Avila C. y Av. Conscripto,1730
B_010C1301-CONSCOMEX,Av. del Conscripto y Comite Olímpico Mexicano,1730
B_010C1300-EJNALFCUERNA,Av. Ejército Nacional y Ferrocarril de Cuernavaca,1731
B_010C1300-EJNALSOCRAT,Av. Ejército Nacional y Socrates,1731
B_010C1300-EJNALPDMART,Av. Ejército Nacional y Presa Don Martín,1732
B_010C1300-IMILSOTELO,Av. Ingenieros Militares y Av. Lomas de Sotelo,1733
B_010C1301-MSSPREFORM,Río Mississippi y Paseo de la Reforma,1734
B_05019A0-MSSREFORMA,Río Mississippi - Reforma,1734
B_010C1301-THIERSGOETH,Thiers y Goethe,1735
B_010C1301-THIERSBRADL,Thiers y Bradley,1736
B_010C1300-LEIBTHIERS,Leibnitz y Thiers,1736
B_010C1301-THIERSKEPLER,Thiers y Kepler,1737
B_010C1300-EJNALAGONAR,Ejército Nacional y Lago Nargis,1738
B_010C1301-EJNALOPEVEG,Av. Ejército Nacional y Lope de Vega,1738
B_010C1301-EJNALARQUIM,Av. Ejército Nacional y Arquímedes,1739
B_010C1301-EJNALEUGESUE,Av. Ejército Nacional y Eugenio Sue,1740
B_010C1301-EJNALANAFRAN,Av. Ejército Nacional y Anatole France,1741
B_010C1301-EJNAL,Ejército Nacional,1742
B_010C1300-EJNALMOLIER,Av. Ejército Nacional y Moliere,1742
B_010C1300-EJNALHESPAN,Av. Ejército Nacional y Hospital EspaNol,1743
B_010C1300-EJNALAGOBANG,Av. Ejército Nacional y Lago Bangueolo,1744
B_010C1300-EJNALAGESTEF,Av. Ejército Nacional y Lago Estefania,1745
B_010C1300-LEIBDARWIN,Leibnitz y Darwin,1746
B_0400L6-VICTORHUGO,Victor Hugo,1747
B_010C1300-LEIBVHUGO,Leibnitz y Victor Hugo,1747
B_05034A0-CHAPULTEPEME,Av. Chapultepec - Metro Chapultepec,1748
B_010C1300-AVCHAPULLEJI,Av. Chapultepec y Lejia,1748
B_03SL09-VELODASC,Velódromo,1749
B_0100C940-VRIOPIEVELOD,Viaducto Río de la Piedad y metro Velódromo,1749
B_0100C940-FCOPYTVRIOPI,Francisco del Paso y Troncoso y Viaducto Río de la Piedad,1750
B_0100C940-VRIOPIEIMSSS,Viaducto Río de la Piedad y Clínica IMSSS,1750
B_0100C940-VROIPIE1PTE,Viaducto Río de la Piedad y 1er Puente,1751
B_010C1401-MAYOVIADUC,1 de Mayo y Viaducto,1751
B_0100C940-VRIOPIE2PTE,Viaducto Río de la Piedad y Segundo Puente,1752
B_0100C940-CAMPJALAPA,Campeche y Jalapa,1753
B_0100C940-CAMPMREY,Campeche y Monterrey,1754
B_0100C940-CAMPMEDEL,Campeche y Medellin,1755
B_0100C940-CAMPINSUR,Campeche e Insurgentes,1756
B_0300L1-CAMPECHE,Campeche,1756
B_0100C940-CAMPCHILP,Campeche y Chilpancingo,1757
B_010241-NLCAMP,Sobre Av. Nuevo León y Campeche,1758
B_0100C940-CITLACAMPEC,Citlaltépetl y Campeche,1758
B_0100C940-ALFREYATLAT,Alfonso Reyes y Altlata,1759
B_010240-NLBJ,Sobre Av. Nuevo León y Av. Baja California,1759
B_0100C940-ALFREYSALTIL,Alfonso Reyes y Saltillo,1760
B_0100C940-ALFREYTPAS,Alfonso Reyes y Tamaulipas,1761
B_0100C940-JMORAJCANO,José Moran y Juan Cano,1762
B_0100C920-RAFAREBOIGN,gob. Rafael Rebollar y Gob. Ignacio Esteva,1763
B_0100C920-RAFAREBOJMT,Gob. Rafael Rebollar y Gob. José María Tomel,1764
B_0100C920-RAFAREBOCYT,Gob. Rafael Rebollar y Constituyentes,1765
B_0100C920-CYTESJCANO,Constituyentes y Juan Cano,1766
B_05034A1-CYTFLORES,Av. Constituyentes - Las Flores,1767
B_0100C920-CYTESPDROAS,Constituyentes y Pedro Antonio Santos,1767
B_05115A1-JUANESCUTIA,Juan Escutia,1767
B_05034A0-CHAPFLORES,Av. Chapultepec - Las Flores,1767
B_0100C920-JESCUTCUERN,Juan Escutia y Cuernavaca,1768
B_0100C920-JESCUAMATL,Juan Escutia y Amatlan,1768
B_010240-2SURJOJUT,Sobre Eje 2 Sur y Jojutla,1768
B_0100C920-JUANESCTPAS,Juan Escutia y Tamaulipas,1769
B_0400L2-CACAHUAMILP,Cacahuamilpa,1770
B_0400L2-ALVAROBREG,Álvaro Obregón,1770
B_0100C920-AOBREGYUCA,Álvaro Obregón y Yucatán,1770
B_0300L1-ALVAROOBRE,Álvaro Obregón,1771
B_0100C920-AOBREGINSUR,Álvaro Obregón e Insurgentes,1771
B_0100C920-AOBREGTONA,Álvaro Obregón y Tonala,1772
B_0100C920-TONALZACAT,Tonala y Zacatecas,1773
B_0400L2-CUAUHTEMOC1,Cuauhtémoc,1774
B_0100C920-QROFRONTER,Querétaro y Frontera,1774
B_0400L2-EJECTRAL1,Eje Central,1775
B_0100C920-OLVEREJCTRAL,Dr. Olvera y Eje Central,1775
B_0100C920-MJOTHONBOLI,Manuel J. Othon y Bolivar,1776
B_0400L2-BOLIVAR1,Bolívar,1776
B_0100C920-MJOTHONISACA,Manuel J. Othon e Isabel la Católica,1777
B_0400L2-ISABELACATO1,Isabel la Católica,1777
B_0100C920-AVTALLXOC,Av. del Taller y Xocongo,1778
B_0400L2-TLALPAN,Tlalpan,1778
B_0200L8-CHABACANO,Chabacano,1779
B_0500331-JAMVBERISTAIN,Juan Antonio Mateos - Vicente Beristain,1779
B_0100C920-JATORRMATEO,José A. Torres y Mateos,1779
B_010C1400-CHABATORRE,Chabacano y J. A. Torres,1780
B_0100C920-CHABJATORR,Chabacano y José A. Torres,1780
B_0100C900-CHABJATORR,Chabacano y José A. Torres,1780
B_05SEL9-CHAB1,Chabacano,1780
B_0200L9-CHABACANO,Chabacano,1780
B_05SEL9-CHAB,Chabacano,1780
B_0500330-CHABAJATORRE,Calz. Chabacano - José Antonio Torres,1780
B_0100C901-SUR20OTE255,Sur 20 y Oriente 255,1781
B_0100C901-SUR20RTNO,Sur 20 y Rtno. de Sur 16,1782
B_0100C900-SUR20OTE245,Sur 20 y Oriente 245,1783
B_0100C901-SUR20OTE245,Sur 20 y Oriente 245,1783
B_0100C901-SUR20ROJO,Sur 20 y Rojo Gómez,1784
B_0100C900-SUR20ROJO,Sur 20 y Rojo Gómez,1784
B_0100C901-SUR20OTE237,Sur 20 y Oriente 237,1785
B_0100C900-SUR20OTE237,Sur 20 y Oriente 237,1785
B_0100C901-SUR20OTE233,Sur 20 y Oriente 233,1786
B_0100C900-SUR20OTE233,Sur 20 y Oriente 233,1786
B_0100C901-SUR20OTE229,Sur 20 y Oriente 229,1787
B_0100C900-OTE229SUR20,Oriente 229 y Sur 20,1787
B_010C1401-OTE217FERRO,Oriente 217 y Ferrocarril del Río Frío,1788
B_0100C901-FERRORIOFRIO,Ferrocarril Río Frío y Oriente 217,1788
B_0100C901-MLOSTORNO,Av. Morelos y Torno,1789
B_0100C900-MLOSTORNO,Morelos y Torno,1789
B_0100C900-JPEONICATO,José Peon Contreras e Isabela Católica,1790
B_0100C901-JPEONICATOL,José Peon Contreras e Isabel la Católica,1790
B_0100C900-JPEONBOLIV,José Peon Contreras y Bolivar,1791
B_0100C901-JPEONBOLIV,José Peon Contreras y Bolivar,1791
B_0100C901-JPEONEJCTRL,José Peon Contreras y Eje Central,1792
B_05SEL9-LAZC1,Lázaro Cárdenas,1792
B_0400L1-LAZAROCARD1,Lázaro Cárdenas,1792
B_05SEL9-LAZC,Lázaro Cárdenas,1792
B_0100C900-IPRIETOEJCTR,Dr. I. Morones Prieto y Eje Central,1792
B_0200L9-LAZAROCAR,Lázaro Cárdenas,1792
B_0400L1-LAZAROCARD0,Lázaro Cárdenas,1792
B_0100C901-IPRIETOANDRA,Dr. I. Morones Prieto y Dr. Andrade,1793
B_0100C900-IPRIETOANDRA,Dr. I. Morones Prieto y Dr. Andrade,1793
B_0100C901-IPRIETOJIMEZ,Dr. I Morones Prieto y Dr. Jiménez,1794
B_0100C900-IPRIETOJIMZ,Dr. I. Morones Prieto y Dr. Jiménez,1794
B_0300L3-CENTROMEDICO,Centro Médico,1795
B_0100C901-IPRIETOCUAUH,Dr. I. Morones Prieto y Cuauhtémoc,1795
B_0100C900-BCALICUAUH,Baja California y Cuauhtémoc,1795
B_0100C901-BCALITOLUC,Baja California y Toluca,1796
B_0200L9-CENTROMEDICO,Centro Médico,1796
B_0100C900-BCALILINA,Baja California y Linares,1797
B_0100C901-BCALIMREY,Baja California y Monterrey,1797
B_0100C901-BCALIMEDELL,Baja California y Medellin,1798
B_0100C900-BCALIMEDEL,Baja California y Medellin,1798
B_0100C901-BCALITLACO,Baja California y Tlacotalpan,1799
B_0100C900-BCALITLACOTA,Baja California y Tlacotalpan,1799
B_0100C901-BCALITUXPAN,Baja California y Tuxpan,1800
B_0100C901-BCALICHILPA,Baja California y Chilpancingo,1801
B_0200L9-CHILPANCINGO,Chilpancingo,1801
B_0100C900-BCALICHILPA,Baja California y Chilpancingo,1801
B_0100C901-BCALINVOLEO,Baja California y Nuevo León,1802
B_010241-NLBJ,Sobre Av. Nuevo León y Av. Baja California,1802
B_0100C900-BCALINVOLEON,Baja California y Nuevo León,1802
B_0100C901-BCALISALTI,Baja California y Saltillo,1803
B_0100C900-SALTBCALI,Saltillo y Baja California,1803
B_0100C901-BENJFRACZETI,Benjamín Franklin y Carlos Zetina,1804
B_0100C900-BENJFRCBZE,Benjamín Franklin Carlos B. Zetina,1804
B_0100C901-BENJFRAJVASC,Benjamín Franklin y José Vasconcelos,1805
B_0300L2-DELASALLE,De La Salle,1805
B_0100C901-GAVEJCORT,Gob. Agustín V. Eguia y Gob. J. Cortina,1806
B_0100C900-AVEJCORTI,Agustín V. Eguia y J. Cortina,1806
B_0100C901-GAVELIRA,Gob. Agustín V. Eguia y Parque Lira,1807
B_0300L2-PARQUELIRA,Parque Lira,1807
B_0100C900-LIRAGAVE,Parque Lira y Gob. Agustín V Eguia,1807
B_0100C901-LIRAMHGO,Parque Lira y Del. Miguel Hidalgo,1807
B_0100C901-LIRAOBS,Parque Lira y Av. Observatorio,1808
B_0100C900-VIADUCTOPTA5,Viaducto y Puerta 5,1809
B_0200L9-CIUDADDVA,Ciudad Deportiva,1809
B_0400L2-CDADEPORT1,Ciudad Deportiva,1809
B_0400L2-CDADEPORT0,Ciudad Deportiva,1809
B_0100C900-VIADUCTOPTA4,Viaducto y Puerta 4,1810
B_0100C900-CHURUPTA10,Río Churubusco y Puerta 10,1811
B_0100C900-CHURUCENTE,Río Churubusco y Centeno,1812
B_0100C900-CHURUVAINI,Río Churubusco y Vainilla,1813
B_010C1401-VAINICHURUB,Vainilla y Río Churubusco,1813
B_0400L2-PALACIODEPOR,Palacio de los Deportes,1814
B_0100C900-ANILPDEPOR,Añil y Palacio de los Deportes,1814
B_010C1400-ANILPTA6,Añil y Puerta 6,1814
B_0100C900-ANILATLET,Añil y Atletas,1815
B_010C1400-ANILENSED,Añil y ENSED,1815
B_0400L2-ESEF,ESEF,1815
B_05SEL9-VEL1,Velódromo,1816
B_0400L2-VELODRO1,Velódromo,1816
B_05SEL9-VEL,Velódromo,1816
B_0100C900-AVMLOSTREVI,Av. Morelos y Radames TreviNo,1816
B_010C1400-MORELOSTREVI,Av. Morelos y Radames TreviNo,1816
B_0400L2-VELODRO0,Velódromo,1816
B_0100C900-AVMLOSFIGLE,Av. Morelos y Fernando Iglesias,1817
B_010C1400-MORELOSIGLE,Av. Morelos y Fernando Iglesias,1817
B_0400L2-FDOIGLESIAS1,Fernando Iglesias,1817
B_0200L9-MIXIUHCA,Mixiuhca,1818
B_0100C900-AVMLOSFCOTR,Av. Morelos y Fco. del Paso y Troncoso,1818
B_0300L5-MIXIUHCA,Mixiuhca,1818
B_0400L2-INDUSTRIA,Industria,1819
B_0100C900-AVMLOSINDUST,Av. Morelos e Industria,1819
B_010C1400-MORELOSINDUS,Av. Morelos e Industria,1819
B_0100C900-AVMLOSBRAVO,Av. Morelos y Nicolas Bravo,1820
B_010C1400-MORELOSBRAVO,Av. Morelos y Nicolas Bravo,1820
B_0100C501-CUNIONMORE,Congreso de la Unión y Av. Morelos,1821
B_0100C900-AVMLOSCUNION,Av. Morelos y Congreso de la Unión,1821
B_0500370-CUNIONMOREL,Honorable Congreso de la Unión - Av. Morelos,1821
B_010C1400-MORELOSUNION,Av. Morelos y Congreso de la Unión,1821
B_0400L2-CONGRESOUNI1,Congreso de la Unión,1821
B_0500371-CUNIONMORELO,Honorable Congreso de la Unión - Av. Morelos,1821
B_05SEL9-JAM,Jamaica,1821
B_0200L9-JAMAICA,Jamaica,1821
B_010Z4A01-E2CONEJ3SMOR,Eje 2 Ote. H Congreso de la Unión y Eje 3 Sur Morelos,1821
B_05SEL9-JAM1,Jamaica,1821
B_0100C500-MOLINACHABA,Andrés Molina y Chabacano,1822
B_0100C900-CHABVIGA,Chabacano y La Viga,1822
B_010C1401-VIGALEGRE,La Viga y Fco. Alegre,1822
B_0500330-CVIGACHABACA,Calz. de la Viga - Chabacano,1822
B_010C1400-MORELOSVIGA,Av. Morelos y La Viga,1822
B_0500331-EDOMOLINA,Eduardo Molina  - Eje 3 Sur Av. Morelos,1822
B_0100C900-CHABOTE67,Chabacano y Oriente 67,1823
B_010C1400-CALZCHATOPA,Calz. Chabacano y Topacio,1823
